Intern_ID,Technical_Score,Project_Completion_Rate,Attendance_Punctuality,Soft_Skills_Rating,Code_Review_Score,Prior_Experience_Months,Education_Level,Placed_Or_HighPerformer
ZYN-2026-354,86.2,100.0,100.0,4.3,8.6,5,High_School,1
ZYN-2026-355,46.2,77.5,87.0,3.9,7.9,1,High_School,0
ZYN-2026-356,54.1,79.6,86.3,4.3,7.9,8,Undergrad,1
ZYN-2026-357,63.3,75.0,88.7,5.0,7.3,6,High_School,1
ZYN-2026-358,72.4,69.8,99.6,2.5,8.1,4,Undergrad,0
ZYN-2026-359,79.2,74.2,78.7,5.0,3.2,7,Grad,0
ZYN-2026-360,61.8,67.3,90.4,3.9,6.7,1,Undergrad,1
ZYN-2026-361,74.6,82.4,97.8,3.1,7.6,7,Undergrad,1
ZYN-2026-362,61.4,72.8,93.0,2.7,5.4,3,Undergrad,0
ZYN-2026-363,63.4,84.8,89.9,3.6,7.8,9,Undergrad,1
ZYN-2026-364,52.3,63.3,98.0,4.5,6.9,4,Undergrad,0
ZYN-2026-365,59.1,86.0,61.0,3.7,10.0,2,Grad,1
ZYN-2026-366,53.1,92.0,94.8,5.0,9.7,4,Undergrad,1
ZYN-2026-367,58.3,58.1,81.5,2.6,6.5,6,Grad,0
ZYN-2026-368,86.8,86.5,69.7,3.8,7.0,2,Grad,1
ZYN-2026-369,58.7,96.7,93.1,2.8,7.1,1,High_School,1
ZYN-2026-370,100.0,67.5,100.0,4.1,6.5,7,High_School,1
ZYN-2026-371,78.9,100.0,86.6,4.5,7.5,7,High_School,1
ZYN-2026-372,74.6,87.0,97.5,3.5,6.0,6,High_School,0
ZYN-2026-373,60.0,73.5,100.0,1.7,5.4,8,High_School,0
ZYN-2026-374,81.8,81.3,100.0,4.0,8.2,7,Undergrad,1
ZYN-2026-375,63.9,88.7,100.0,4.1,8.2,5,High_School,1
ZYN-2026-376,73.7,82.9,95.4,4.1,5.9,6,Undergrad,0
ZYN-2026-377,100.0,88.5,88.8,4.8,8.6,6,Grad,1
ZYN-2026-378,70.7,71.0,72.0,2.9,6.2,7,High_School,0
ZYN-2026-379,88.1,84.0,85.5,4.3,7.6,6,Grad,1
ZYN-2026-380,62.2,65.0,79.6,4.8,8.5,3,Undergrad,1
ZYN-2026-381,71.5,80.7,100.0,2.4,7.1,3,High_School,0
ZYN-2026-382,96.8,71.2,86.2,4.1,7.9,1,Undergrad,1
ZYN-2026-383,63.2,73.2,89.2,3.4,6.4,5,Undergrad,0
ZYN-2026-384,97.4,96.8,93.5,3.7,6.9,3,Grad,1
ZYN-2026-385,81.9,95.1,88.4,4.1,6.9,9,Undergrad,1
ZYN-2026-386,64.1,89.3,100.0,3.4,6.0,8,Grad,1
ZYN-2026-387,80.9,68.9,81.8,3.3,6.9,4,Undergrad,0
ZYN-2026-388,85.6,78.2,89.9,3.8,4.7,2,High_School,0
ZYN-2026-389,80.7,96.6,80.6,2.9,6.4,3,Grad,1
ZYN-2026-390,50.0,83.7,74.8,2.9,6.7,2,Grad,0
ZYN-2026-391,61.8,100.0,81.9,4.3,6.8,4,Grad,1
ZYN-2026-392,68.5,86.7,87.6,2.9,6.8,4,Undergrad,0
ZYN-2026-393,71.0,84.3,83.7,4.3,7.1,5,Undergrad,1
ZYN-2026-394,80.7,78.3,81.1,4.2,8.0,8,Grad,1
ZYN-2026-395,74.5,83.6,73.9,2.4,8.6,6,Undergrad,1
ZYN-2026-396,53.3,80.2,87.2,3.3,6.2,3,Grad,0
ZYN-2026-397,77.3,90.5,73.0,4.8,5.3,5,Grad,1
ZYN-2026-398,80.5,93.5,95.6,3.0,5.5,6,Undergrad,1
ZYN-2026-399,79.8,72.6,88.8,3.4,6.4,3,Grad,1
ZYN-2026-400,87.1,66.0,73.4,4.2,6.6,8,Grad,1
ZYN-2026-401,83.7,60.0,84.9,4.4,6.0,8,High_School,1
ZYN-2026-402,78.4,88.1,80.5,3.6,5.1,5,Grad,0
ZYN-2026-403,71.0,68.8,91.2,3.3,6.5,4,Undergrad,1
ZYN-2026-404,48.7,56.2,100.0,4.9,7.5,2,Grad,1
ZYN-2026-405,78.0,86.7,69.2,5.0,8.2,6,Undergrad,1
ZYN-2026-406,74.9,100.0,89.2,4.6,6.3,5,Grad,0
ZYN-2026-407,75.8,81.9,86.4,3.9,6.5,6,Undergrad,1
ZYN-2026-408,54.1,92.1,94.7,3.2,5.7,7,High_School,1
ZYN-2026-409,56.9,83.0,90.1,3.1,7.1,3,Grad,0
ZYN-2026-410,86.7,80.8,80.5,4.2,5.8,9,High_School,1
ZYN-2026-411,71.4,93.0,84.8,4.1,8.1,2,Undergrad,1
ZYN-2026-412,81.5,78.5,80.0,4.9,4.3,0,Grad,1
ZYN-2026-413,72.4,85.2,98.8,4.3,6.6,6,Grad,0
ZYN-2026-414,72.4,85.9,88.2,2.6,7.7,4,Undergrad,0
ZYN-2026-415,85.1,74.0,100.0,4.6,7.5,6,Undergrad,1
ZYN-2026-416,64.8,93.9,87.4,3.0,10.0,4,Undergrad,1
ZYN-2026-417,73.3,79.9,80.9,3.5,7.8,5,Undergrad,1
ZYN-2026-418,65.5,72.9,72.9,4.0,5.6,2,Undergrad,0
ZYN-2026-419,65.9,88.4,70.0,5.0,7.0,5,Undergrad,1
ZYN-2026-420,67.7,71.2,72.2,5.0,4.4,4,Grad,1
ZYN-2026-421,75.1,82.3,90.7,4.3,7.1,3,Grad,0
ZYN-2026-422,65.3,81.9,93.1,3.7,5.9,5,Grad,0
ZYN-2026-423,89.6,95.0,72.2,4.2,8.7,3,High_School,1
ZYN-2026-424,59.5,87.7,97.0,4.5,6.3,3,Undergrad,0
ZYN-2026-425,69.4,81.7,83.2,3.5,7.0,4,High_School,0
ZYN-2026-426,65.8,91.8,89.5,5.0,6.2,8,Undergrad,1
ZYN-2026-427,92.3,98.7,100.0,4.0,10.0,5,Undergrad,1
ZYN-2026-428,74.8,88.7,97.0,4.2,6.7,4,Grad,1
ZYN-2026-429,86.4,82.1,85.3,4.3,10.0,4,Undergrad,1
ZYN-2026-430,51.2,66.3,79.1,4.1,8.5,4,High_School,0
ZYN-2026-431,75.7,69.2,66.5,4.5,8.0,4,High_School,0
ZYN-2026-432,84.5,78.3,80.8,3.3,7.8,7,Grad,1
ZYN-2026-433,73.2,74.7,85.9,3.4,7.8,8,Undergrad,0
ZYN-2026-434,86.9,79.8,78.1,2.9,4.1,7,High_School,0
ZYN-2026-435,64.8,82.7,86.7,4.2,6.8,3,High_School,1
ZYN-2026-436,91.7,88.4,88.8,4.4,8.6,6,Undergrad,1
ZYN-2026-437,100.0,81.2,85.8,4.2,7.1,6,High_School,1
ZYN-2026-438,66.9,87.8,81.5,5.0,5.0,4,Grad,1
ZYN-2026-439,65.8,82.8,89.7,3.8,7.1,6,Undergrad,1
ZYN-2026-440,92.3,58.3,92.4,4.3,9.9,9,High_School,1
ZYN-2026-441,94.1,70.7,77.1,2.9,9.2,6,High_School,1
ZYN-2026-442,64.7,80.3,100.0,3.5,7.1,4,Grad,0
ZYN-2026-443,66.1,67.5,87.0,4.4,8.7,6,Undergrad,1
ZYN-2026-444,68.1,89.2,88.2,4.5,6.6,7,Undergrad,1
ZYN-2026-445,53.2,100.0,95.1,3.6,4.5,4,Grad,1
ZYN-2026-446,59.1,96.6,90.3,3.7,5.7,3,Grad,0
ZYN-2026-447,57.9,79.4,97.5,2.6,9.7,4,Grad,1
ZYN-2026-448,61.3,99.9,90.9,3.5,6.8,5,Grad,0
ZYN-2026-449,71.5,83.8,81.9,4.5,6.8,3,Undergrad,0
ZYN-2026-450,75.3,78.0,91.6,4.3,6.7,5,High_School,1
ZYN-2026-451,93.7,74.6,76.6,4.2,10.0,3,Grad,1
ZYN-2026-452,58.0,78.4,89.1,3.8,9.8,5,Undergrad,1
ZYN-2026-453,85.8,77.3,87.7,3.8,10.0,5,Undergrad,1
ZYN-2026-454,69.0,84.0,85.9,3.3,6.9,5,Grad,0
ZYN-2026-455,71.3,83.9,86.7,4.4,7.7,6,High_School,1
ZYN-2026-456,81.4,82.0,69.2,4.1,4.8,6,Undergrad,0
ZYN-2026-457,56.3,87.2,82.5,4.2,9.6,6,High_School,0
ZYN-2026-458,77.4,96.3,88.9,3.4,5.3,5,Undergrad,0
ZYN-2026-459,74.3,93.4,89.6,2.1,7.5,7,High_School,1
ZYN-2026-460,78.9,64.2,77.7,4.7,5.4,3,High_School,1
ZYN-2026-461,76.0,51.4,100.0,3.4,6.3,5,High_School,0
ZYN-2026-462,100.0,93.2,79.3,3.1,5.9,7,Undergrad,1
ZYN-2026-463,63.1,65.6,97.7,4.4,6.2,2,Undergrad,0
ZYN-2026-464,64.6,79.3,92.3,3.5,6.3,8,Undergrad,0
ZYN-2026-465,63.3,68.0,81.5,4.6,6.3,4,Grad,1
ZYN-2026-466,64.2,60.4,100.0,4.3,8.5,2,Undergrad,1
ZYN-2026-467,63.1,88.5,76.1,4.3,5.4,5,Undergrad,0
ZYN-2026-468,88.6,91.1,97.2,2.7,7.6,5,Grad,1
ZYN-2026-469,91.9,75.1,98.0,4.8,9.1,4,Undergrad,1
ZYN-2026-470,64.0,50.9,81.3,4.0,6.4,6,Grad,0
ZYN-2026-471,60.3,75.4,100.0,3.5,6.1,8,High_School,1
ZYN-2026-472,78.6,86.7,85.5,3.9,6.8,4,Grad,1
ZYN-2026-473,64.3,64.3,90.9,2.4,9.1,3,High_School,0
ZYN-2026-474,80.9,84.2,90.6,4.1,7.5,6,Grad,1
ZYN-2026-475,74.8,81.8,86.7,3.0,6.4,4,Undergrad,0
ZYN-2026-476,50.8,89.0,96.1,2.7,8.0,2,Grad,0
ZYN-2026-477,93.7,83.4,95.9,2.6,5.4,3,High_School,0
ZYN-2026-478,97.1,70.3,70.5,4.7,8.3,1,Undergrad,1
ZYN-2026-479,63.4,96.4,100.0,3.3,7.9,9,Grad,1
ZYN-2026-480,66.6,80.1,71.4,5.0,6.7,5,Undergrad,0
ZYN-2026-481,76.0,81.7,98.3,3.4,5.9,3,Undergrad,1
ZYN-2026-482,76.7,70.8,99.3,2.4,5.8,4,Undergrad,1
ZYN-2026-483,81.2,76.7,77.1,2.9,8.1,3,Undergrad,1
ZYN-2026-484,100.0,71.4,83.9,4.8,9.2,4,Undergrad,1
ZYN-2026-485,69.5,79.9,76.9,3.7,6.2,6,Undergrad,0
ZYN-2026-486,60.8,100.0,85.9,3.4,7.9,4,Grad,1
ZYN-2026-487,52.7,65.5,84.9,3.9,3.9,2,High_School,0
ZYN-2026-488,61.8,62.6,95.8,4.2,6.3,6,Undergrad,0
ZYN-2026-489,71.5,99.7,100.0,4.7,7.2,3,Grad,1
ZYN-2026-490,97.1,79.5,100.0,5.0,5.7,6,Grad,1
ZYN-2026-491,64.8,74.0,82.4,3.5,5.7,2,Undergrad,0
ZYN-2026-492,75.1,94.5,85.9,2.7,6.1,8,Undergrad,1
ZYN-2026-493,71.8,74.7,71.2,3.5,7.7,3,Undergrad,0
ZYN-2026-494,88.6,100.0,79.9,4.0,6.9,6,High_School,1
ZYN-2026-495,100.0,90.1,97.6,3.0,3.6,4,Undergrad,0
ZYN-2026-496,64.6,76.1,100.0,3.0,3.8,5,Undergrad,0
ZYN-2026-497,65.1,100.0,75.7,4.1,6.2,6,Undergrad,0
ZYN-2026-498,86.6,74.7,82.1,3.8,7.9,1,High_School,1
ZYN-2026-499,81.5,90.9,87.7,3.8,2.8,5,Grad,0
ZYN-2026-500,97.9,85.6,90.8,3.2,6.4,7,Grad,1
